archetype,id,name,posX,posY,posZ,temperature,humidity,commercialVal,accessibility,symbolicVal,thermalStress,flowDensity
Worker,boulevard_rooftop_25,"Interpolated Waypoint",6.701230223067764,23.091388438525648,8.298769776932236,33.989630933079674,0.4005184533460165,0.7350615111533882,0.7675307555766941,0.8164938488846611,0.8664938488846612,0.8345430578073717
Worker,boulevard_rooftop_50,"Interpolated Waypoint",4.256508225014826,40.20444242489622,10.743491774985173,34.72304753249555,0.36384762337522236,0.6128254112507413,0.7064127056253706,0.8287174588749259,0.8787174588749259,0.7489777878755188
Worker,boulevard_rooftop_75,"Interpolated Waypoint",2.0558211921339087,55.609251655062636,12.944178807866091,35.383253642359826,0.33083731788200865,0.5027910596066955,0.6513955298033477,0.8397208940393305,0.8897208940393304,0.6719537417246868
Worker,rooftop,"Rooftop Terrace & Microclimate",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Resident,underground_boulevard_0,"Interpolated Waypoint",0.0,-10.0,0.0,24.5,0.75,0.2,0.9,0.2,0.3,0.85
Resident,underground_boulevard_25,"Interpolated Waypoint",1.25,-8.75,0.625,25.5625,0.7125,0.2875,0.89375,0.275,0.36875,0.8624999999999999
Resident,underground_boulevard_50,"Interpolated Waypoint",3.5355339059327378,-6.464466094067262,1.7677669529663689,27.505203820042826,0.6439339828220179,0.44748737341529166,0.8823223304703364,0.41213203435596435,0.49445436482630056,0.8853553390593274
Resident,underground_boulevard_75,"Interpolated Waypoint",6.49519052838329,-3.50480947161671,3.247595264191645,30.020911949125797,0.5551442841485013,0.6546633369868302,0.8675240473580835,0.5897114317029974,0.657235479061081,0.9149519052838329
Resident,boulevard_rooftop_0,"Interpolated Waypoint",10.0,0.0,5.0,33.0,0.45,0.9,0.85,0.8,0.85,0.95
Resident,boulevard_rooftop_25,"Interpolated Waypoint",8.75,8.75,6.25,33.375,0.43125,0.8375,0.81875,0.80625,0.85625,0.90625
Resident,boulevard_rooftop_50,"Interpolated Waypoint",6.464466094067262,24.748737341529164,8.535533905932738,34.06066017177982,0.39696699141100894,0.7232233047033632,0.7616116523516815,0.8176776695296637,0.8676776695296636,0.8262563132923542
Resident,boulevard_rooftop_75,"Interpolated Waypoint",3.50480947161671,45.46633369868303,11.49519052838329,34.94855715851499,0.35257214207425064,0.5752404735808355,0.6876202367904177,0.8324759526419164,0.8824759526419165,0.7226683315065848
Resident,rooftop,"Rooftop Terrace & Microclimate",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Surveillance,underground_vip_salon_0,"Interpolated Waypoint",0.0,-10.0,0.0,24.5,0.75,0.2,0.9,0.2,0.3,0.85
Surveillance,underground_vip_salon_25,"Interpolated Waypoint",3.75,-2.5,3.0,23.625,0.6875,0.3875,0.7250000000000001,0.375,0.2625,0.7
Surveillance,underground_vip_salon_50,"Interpolated Waypoint",7.5,5.0,6.0,22.75,0.625,0.575,0.55,0.55,0.22499999999999998,0.55
Surveillance,underground_vip_salon_75,"Interpolated Waypoint",11.25,12.5,9.0,21.875,0.5625,0.7625,0.3750000000000001,0.7249999999999999,0.1875,0.4
Surveillance,vip_salon_glasswalk_0,"Interpolated Waypoint",15.0,20.0,12.0,21.0,0.5,0.95,0.2,0.9,0.15,0.25
Surveillance,vip_salon_glasswalk_25,"Interpolated Waypoint",12.5,27.5,11.5,23.125,0.5,0.9249999999999999,0.25,0.9,0.26249999999999996,0.3875
Surveillance,vip_salon_glasswalk_50,"Interpolated Waypoint",10.0,35.0,11.0,25.25,0.5,0.8999999999999999,0.30000000000000004,0.9,0.375,0.525
Surveillance,vip_salon_glasswalk_75,"Interpolated Waypoint",7.5,42.5,10.5,27.375,0.5,0.875,0.35000000000000003,0.9,0.48749999999999993,0.6625000000000001
Surveillance,glasswalk_rooftop_0,"Interpolated Waypoint",5.0,50.0,10.0,29.5,0.5,0.85,0.4,0.9,0.6,0.8
Surveillance,glasswalk_rooftop_25,"Interpolated Waypoint",3.75,55.0,11.25,31.125,0.45,0.7375,0.45,0.8875,0.675,0.75
Surveillance,glasswalk_rooftop_50,"Interpolated Waypoint",2.5,60.0,12.5,32.75,0.4,0.625,0.5,0.875,0.75,0.7
Surveillance,glasswalk_rooftop_75,"Interpolated Waypoint",1.25,65.0,13.75,34.375,0.35,0.5125,0.55,0.8625,0.825,0.65
Surveillance,rooftop,"Rooftop Terrace & Microclimate",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
